,Category,Response_preprocessed
304,AgreedToMeet,"Dear Preshita,I can pay only portal fees and start working with you. if you
are agree than tell me."
2332,OutOfOffice,"I am not at work on Friday, September 18."
2704,OutOfOffice,"Apologies, I am on annual leave and will return on Tuesday 6th October 2020 if you have an urgent query or wish to place a booking or vacancy please contact Wayne Cunningham - wayne@a1personnel.co.uk Many Thanks Sarah"
1543,Deactivated,"Thank you for your mail.
But in this condition of no job in hand from last so many months I can
invest only in laptop and internet . I am not able to make any other
investment for this."
2365,OutOfOffice,"Thank you for your email, however please note that I am currently out of office and will revert back to you upon my return, May 26, 2020."
2378,OutOfOffice,I will be out of the office the 7/3-7/10. I will have limited access to email. I will try to respond to any urgent emails within 24 hours.
1552,SeekingMoreInfo,Please share your contact details we will connect to explore more.
575,SeekingMoreInfo,Please guide me for your business model in detail as I can not afford to put my job immediately and want to start business with you.
2083,OutOfOffice,"I am on leave till 29-Dec-2019. I have limited access to my mails. So, please expect a delay in mail reply.."
2725,OutOfOffice,"Thank you for your email. I am currently on leave until 04/Jan.
Regards
Tam Huynh"
2779,ConnectLater,"Thanks for remembering me and doing follow up.
I need some time as still the pandemic is there."
1611,Deactivated,Im NOT interested
2922,OutOfOffice,"Thank you for your email.
I am currently on maternity leave until October 2017."
843,ReferredSomeone,"Kate is no longer at MoneyMe. Please forward your email to Chloe Mcilveen on chloe@moneyme.com.au. For urgent matters, please contact Chloe on 0401 301 068."
1429,OutOfOffice,I am currently on leave and am unavailable to respond to emails.
269,Deactivated,"We have our own payroll team in the Company. At this moment, I don't think we need the payroll services. Tks.
Regards,"
629,OutOfOffice,"Thank you for your message, I will be unavailable 11/2 - 11/11. I will
be onsite with clients the balance of the week but I will be checking
email and phone intermittently.
If you require immediate response please feel free to contact our VP
of Customer Success Jessica Archer or Eric Fry to expedite any request
you may have."
1033,OutOfOffice,"I am currently on PTO and may not be able to revert to your email
immediately. Please expect a delay in my response."
286,OutOfOffice,"I will be on vacation on 11.12 and 11.13. If this requires immediate attention, please contact me on my cell phone.
Thank you,"
2349,Unsubscribed,I request you not to send mails to me as we are not looking for any of such services.
300,AgreedToMeet,Thanks
1536,ConnectLater,"Thanks, I was on leave then lockdown hold me.
So meeting can't possible right now.
Regards"
2377,Deactivated,Not interested!!
2605,Deactivated,"I amm sorry madam I don't want that frenchise right now ohk ma'am
Thank you"
1491,ConnectLater,"Thanks for your mail but now we dont have requirement regarding above products.
You please send your complete profile every month. We will forward it to our concern user for their information."
65,SeekingMoreInfo,"yes, i would like to learn more about this opportunity."
2358,OutOfOffice,"Thank you for your message. I am out of the office for the holiday with limited access to email, returning Friday, January 3."
890,OutOfOffice,"I am currently out of the office returning on Monday 11 January.
I will respond to your enquiry on my return.
Regards,
Darren"
2299,ConnectLater,"I got your email regarding Oil Purification and Conditioning but due to lockdown, our plants are working in half capacity with half staff. So, We are not position to discuss this in detail. Once, this difficult time get over, we will contact you.
Sorry for the delay in response."
2067,Deactivated,"Hope and wish you are keeping healthy.
Thank you for your email and follow up. I will make my response very crisp and straight in the interest of both of our time. Unfortunately, we do not have clarity of manpower requirements/ demand due to effect of the pandemic on our economy. I dont see a spike in our requirement this year and we will not be adding any agencies this year. we can connect ones in Q1 2021."
1961,OutOfOffice,"Thank you for your message. I'm out of the office enjoying the holidays with my family through January 6th. I'll be checking email intermittently, but if you need to reach me please call/text 978-397-1023."
3111,OutOfOffice,I am currently out of the office with limited access to email - returning Tuesday June 1st.  If your request is urgent please reach out to Tricia Wells at tricia.wells@roberthalf.com.Thanks and have a good dayRay
230,OutOfOffice,"Thanks for your message. Please note that I will be on annual leave from Wednesday 13th January to Friday 22nd January with limited access to email.
For any urgent matters, please call/text my mobile on 0481 914 756.
Thanks,
Andrew"
503,AgreedToMeet,"Ya would love to have a call set up on +917008706400.
Regards,
Akhil Poddar"
1373,ReferredSomeone,"Thank you for your email. Duncan Shaw no longer works for the JM Group.
Please direct your enquiry to :
Simon Girven"
1537,ConnectLater,"Yes, I did receive your emails and have been checking internally for any level of interest.
Unfortunately, we as a company are going though a very rough period and are not going to be able to invest in anything outside of the bare essentials. Perhaps, once we get to the other side of the tunnel, there may be more interest but certainly not now. My apologies.
Wish you a very happy holiday."
2580,OutOfOffice,Thank you for your e-mail. I am out of office till 27th Nov and will be unable to respond due to limited internet access. I will respond to your message on my return.
2525,OutOfOffice,"Thank you for your email. I'm on leave & will be back on 4th January 2021. Anything urgent please liaise with my colleague Nur Farah Nadhirah via email or skype.
Thank you & Happy New Year 2021 !
Kind regards,
Zelly"
1004,Deactivated,"As I already told in a previous email Cosmin is a collaborator of ours and
he already replied that he is not interested."
836,SeekingMoreInfo,"Hope you are doing well. I am looping in @Aya Makki
<aya.makki@kaizen-firm.com> who will be happy to learn more about the
services that you are offering us.
Thanks a lot"
1752,ReferredSomeone,Please send your mail to Director Shri A Sondhi and Director Sri Ravi Shankar who will take necessary action and brief me.
374,ConnectLater,"Sorry. I am little busy in work. so could not able to reply to your mail.
As per my calendar, i am available on Wednesday second half at 4pm. Pl set up call at this time.
Regards"
1421,OutOfOffice,I am on vacation. I will return to the office 8th April 2020. In case of urgent inquiries pls approach the GLOBE project office ext -2125.
2244,Unsubscribed,Please take me off your list. We dont produce any scrap metal.
2022,Unsubscribed,"I thought my ignoring of your mails was clear enough to make you understand that Im not interested.
Please remove me from your mailing list."
2042,OutOfOffice,I am on Personal Leave till 31st December 2020.
2452,OutOfOffice,I'm on a business trip in California. I will be checking emails periodically.
751,Unsubscribed,"No, thanks I am not interested, please, can
you remove me from your mailing list."
99,SeekingMoreInfo,"We discussed last week about our product offering and how we save O&M cost close to 25% approx..
Wanted to check if need any further information about Source-Right.
Please let me know
Warm regards
Sumanta"
1952,SeekingMoreInfo,Do keep me posted if you have any offers coming up post December.
866,OutOfOffice,Septembre 1st I will be out of the office for the day. For an immediate assistance please contact Marie-Claude Beausejour at 514-870-7930 or m.c.beausejour@bell.ca.
910,ConnectLater,"Hi Sakshi....currently in Mumbai involved with meetings. Let's talk next
week.
Regards,
Naresh."
2470,OutOfOffice,I will be out of the office Monday through Friday September 14th-18th on vacation.
529,OutOfOffice,"Thank you for your message. I am on vacation with no access to email. I will be able to reply to your email when I return on 04.01.2021.
Regards,
Ashmi"
1260,AgreedToMeet,Sure.
1861,OutOfOffice,"Thank you for your mail.I`m busy right now
will reply as soon as I get back."
636,AgreedToMeet,"you can call me
Thanks
Vinay"
1269,OutOfOffice,I will be out of the office the afternoon of Friday September 25th with limited access to e-mail. For any Specialty escalations please reach out to Rich Nalichowski.
185,AgreedToMeet,Tried calling you. But the no is invalid. Pls call me back. 9910623813.
1578,Unsubscribed,Order Closed
1623,Unsubscribed,"I am not keen on knowing more about the product. Kindly refrain from
communicating further.
Thanks,"
931,OutOfOffice,"I am on planned leave,
Please connect with SPOC assigned for your project for any database relatred issues.
You may also reach out to following Leads for
Oracle - Moin Siddiqui M: +91 9953019969
MSSQL - Mirza Equtidar Husain M: +91 9818576738
Sybase - Ankur Sinha M: +91 8007289444
DB2 - Arjun M: +91 9899488722
In case above connects did not work then you may call/whatsapp at +91 9810345191"
2988,OutOfOffice,Thank you for your email. I am presently away and have limited accessto my emails. I will respond when I return on July 5th. Should yourmatter be urgent please contact Angele Guerard at 438-883-3342 or byemail at angele.guerard@randstad.ca
2437,Unsubscribed,Remove my name completely from your system.
3106,OutOfOffice,Im on personal leave. Expect some delaysReach out to hr@moveinsync.com in case of emergency.
2823,Deactivated,Thank you for your numerous messages but we are not interested.
1273,OutOfOffice,"I will be out of the office Monday, September 14th through Friday, September 18th. If you require immediate assistance, please contact Renee Smith at renee@moseleytechnical.com or 256-880-0446 ext. 302.
Thank you,"
2923,ConnectLater,Can connect a bit later. Post 3 PM pls.
607,OutOfOffice,"I am currently out of the office and will return on Monday January 18.
I will respond as promptly as possible on my return.
Regards
Mark"
2263,AgreedToMeet,"I'm interested, please-up a call for further discussion."
151,OutOfOffice,"Thank you for your email. I am currently on annual leave returning 11/01/21.
Otherwise, enjoy the festive break and see you in 2021.
Kind Regards,
Tully"
1601,OutOfOffice,"Thanks for your email.
I'm currently on annual leave / back 7th September. I will be checking
emails periodically but if your email is urgent please send me a text."
3017,ConnectLater,This is an auto-generated response to your email sent to us.Please do not reply to this email as it will not be received.This is to let you know that we have received your email and one of our representative will contact you soon.Thank You.
731,ConnectLater,"Many thanks for your email.
Our booking co-ordinators will deal with your request.
Kind Regards,"
3065,OutOfOffice,I am currently out the office with limited access to emails.Please call Libby on 0131 226 5060 or email on libby@drnewitt.com with any urgent requests.
1815,OutOfOffice,"I am currently out of the office until Tuesday, September 15."
2891,OutOfOffice,Thank you for your email. I will be out of office until January 5th with no access to email.
23,Deactivated,Thanks Myra for reaching out but this is of no interest to me.
1885,OutOfOffice,"Hi, I am on off work for an extended period have no access to email. Thanks & regards, Paul"
158,ConnectLater,"Would have loved to come but its working out too expensive.
Maybe next year.
Thanks"
861,OutOfOffice,"I'm out of the office. For any urgent matter, please call +33 1 4261 4626
Florent Paillas"
902,OutOfOffice,"I am going to be out of the office today and will return on Wednesday,
June 17th.
Thanks,
Dan"
1653,OutOfOffice,I will be on annual leave December 21 - January 6. Have a great Christmas break.
1230,Deactivated,"Hi Adam, thanks for the consideration but it's a little far away for me to consider, that is the only reason I've not responded sooner"
2552,OutOfOffice,"Hello! I am out of the office, returning Wednesday, January 15. If your matter is time sensitive, please contact Kristen Seich at kseich@deloitte.com.
Thank you!"
444,AgreedToMeet,Your person has visited our office shared the software with us.
3109,ConnectLater,Thank you for your email but we are not looking at any such services as of now. Should there be a requirement we will reach out to you.ThanksBest--Mudassar AhmedMobile: 91 90353 00080 91 95353 54801P Consider the environment. Please dont print this e-mail unless you really need to.
754,Deactivated,"Sorry, we already used SAP end to end thus not interested to change for the near future. Thanks
Regards,"
923,Unsubscribed,Nope. Remove me from your mailing list.
3145,AgreedToMeet,Thanks for your email I would be interested in the role you have described and would like to discuss the opportunity further with you.My mobile number is 07494282632ThanksTomKind 
2236,AgreedToMeet,"Hello, I am Interested."
311,Deactivated,"Apologies in not getting back to you, on annual leave at this time.Had a look through the job description and due to circumstance, I would struggle with stopping away from home in the week.I will have to decline this role at his time.
Many thanks"
548,ConnectLater,"Nice to meet you
By me everything is going well, I hope to you too.
Thank you for the offer, but at the moment I'm not interesting to be employee.
Actually I'm a freelance and I service/maintenance industrial machines on electrical, mechanical, hydraulic and software PLC issues.
Most of my clients are in USA, but I live in Poland, where also my office is situated.
Anyway I'm always open to collaborate with companies in UE, and service them in short period of time, 1 or 2 months.
Thank you for your proposition.
Regards
Johnny Rizzato"
2123,Deactivated,Sorry not interested.
2019,OutOfOffice,"I am on leave and will resume office on 21-Dec-20.
I shall have limited access of emails."
306,OutOfOffice,HHello- I am out of the office with no access to phone or email.
287,SeekingMoreInfo,"Good morning LizaYes indeed we are very interested, can we set up a demo meeting to take this further?"
694,Deactivated,"We don't have any hiring requirements for now. I will get in touch with you
if anything changes in the future.
Regards
Anjali"
308,ConnectLater,"Sorry for late reply. As of now we do not have any requirement pertaining to your scope, but whenever there is any requirement we will consider M/s Minimac.
With Regards"
2462,Unsubscribed,"I have tried to unsubscribe from your emails and get an error message. We
are not in interested in your services at this time."
749,ConnectLater,"Seen your company's broucher and technical literature,impressive.Will
consult as soon the things get better.
Thanks & Regards
Anirudh Sharma"
2293,OutOfOffice,"I am enjoying a break from work and will be able to respond when I return from the 18th of January 2021.
I would like take this opportunity to wish you a Merry Christmas and Happy 2021! Look forward to working with you in the new year."
3132,ReferredSomeone,Thank you for your inquiry.  Actually Im in the training department for Power Generation and I am not at all involved with purchasing goods or services.  Im just trying to educate myself about oil and hydraulic fluid purification and I have learned a lot from the webinars.Best 
2399,Unsubscribed,"Please unsubscribe me, we are not interested."
1441,SeekingMoreInfo,The timing is suitable for us. Will send you a meeting invite for the same.
908,OutOfOffice,"PTO till 31st Dec. Responses will be slow.
Pl msg @ 425-614-6599 if anything needs immediate attention."
86,SeekingMoreInfo,"I hope youre safe during these testing times. Got your reference from Rajeev Ranjan.
Coming to why Im contacting you:
Are you guys still looking for an ASO agency?
Aakshey Talwar"
2560,SeekingMoreInfo,Rachel can I see a sample please for review
1894,AgreedToMeet,Yes sure. Set up a call post 4 pm
2643,SeekingMoreInfo,"Yes, we can assist. Please let me know suitable date & time for the same."
970,AgreedToMeet,Pl call at 3 PM today.
13,AgreedToMeet,"We have 2 openings again.
Ayurveda Doctors
Salary - 20,000.
For teleconsultation in English hence need to have a high proficiency in
English."
873,ReferredSomeone,Jean is no longer working with the company. Please send all concerns to the Purchasing mailbox (raciwi-purchasing@modine.com).
808,Deactivated,"I am not looking after HR matter.
Please do not mail me regarding this.
Regards,
Asit Roy"
3045,OutOfOffice,I am out of the office July 12th through the 16th and returning on Monday July 19th.  If you need immediate assistance please contact Jim Maksut at jmaksut@ufpt.com.
514,Unsubscribed,"Of no interest to myself, as I am based in Scotland, I have no idea where you obtained my CV from, so would appreciate it if you can remove from your database.
Regards
Bruce"
2880,AgreedToMeet,"Yes, I am interested."
409,ConnectLater,Will call you soon
1807,Deactivated,"With regrets, we are not interested in the FarmERP Software Solution."
1337,ConnectLater,"Thank you for introducing me to this technology, I have not seen any requirement for this service among our contacts. I will keep this service in mind and as soon as we have a requirement I will get back to you."
2401,OutOfOffice,"I am out of the office and will return on Monday, July 6. I will respond to your message as soon as possible.
Kind regards,
Wenting"
3039,OutOfOffice,I am currently out of the office. Please reach out to Rose Lawhorne with any requests.
1391,OutOfOffice,"Now Im on vacation, I will let you know once I returned to office.
Sorry for inconvenience in this regard."
3131,OutOfOffice,I will be out of office until April 12 with limited access to e-mail and mobile. I will respond as soon as I can.Have a great day ThanksSiva732 910 7719
1612,Deactivated,Thank you for your emails. At the moment we have no vacancies to full but we have kept your details for future reference
382,OutOfOffice,"Thanks for your email. I will be out of the office on 24 and 25 Sept.
Please direct any urgent queries to Alice Woloshenko, A.Woloshenko@alfred.org.au<mailto:A.Woloshenko@alfred.org.au>.
Regards,
Kim"
2907,OutOfOffice,I am currently out of the office.
3153,OutOfOffice,Im on medical emergency leave.
1392,ConnectLater,"Good morning Liza , am impressed with your soft ware but right now am not
ready for it ."
1509,OutOfOffice,"I am currently out of the office and will be returning on Monday, 6/29/2020. I will have limited access to email and phone during this time and I will respond as quickly as possible."
1877,Unsubscribed,No interest. Stop sending me this.
2077,ConnectLater," Many thanks for your email, unfortunately our Offices are now closed and we will respond to your email when we open again."
2320,OutOfOffice,"Thanks for writing in. I am on personal leaves and have no access to emails. I will be back in office on 25th Nov so, kindly expect a delayed response."
1393,OutOfOffice,"Thank you for your message, please note I am on annual leave until 14th January 2021.I will be back at work on Thursday 14th of January and will attend to your email at that time."
552,Deactivated,"Deborah Trybus IS NO LONGER AN EMPLOYEE of George Apkin & Sons,Inc. Please remove dg@apkin.com from all email regarding Apkin.Thank You"
222,ConnectLater,"Thanks for the note. No plans for recruiting in 2020. Feel free to reach out again in April 2021.
Kind regards
Harmony"
1764,OutOfOffice,"Thank you for dropping the note. I am OOO for a medical emergency and
aint available to respond to this."
1096,Unsubscribed,"Copper Services is not in the scrap business.
Please remove me from your mailing list.
Thank you"
2752,ConnectLater,"At this time, we are not anticipating any need in this area. Should it arise in future, we'll get in touch with you."
8,OutOfOffice,"I am out office, with limited access to mail and phone, Please expect delay, For any query / hiring related matter please contact my below team members.
Consumer Assets - Lakshay Taneja"
1677,OutOfOffice,"Thank you for your email. I will be out of the office for vacation until January 5, 2021, with limited access to email. Responses to email may be slow.
Best,"
316,Deactivated,"Thanks for reaching out.
However we are not looking at consultants right now. .. thanks"
1328,OutOfOffice,"I'm currently on holiday, returning Monday January 11th.
I'll speak to you when I get back.
Happy New Year.
Cheers
Uma"
427,ConnectLater,"Hi and thanks for your enquiry to the team here at Humankind.
We wanted to let you know that we have received your email and one of our team will be in contact with you before the close of business tomorrow. If you've emailed over the weekend, we'll do our best to get back to you before the end of Monday."
1718,OutOfOffice,Thank you for your email. I am currently OOO and will be checking email this evening.
105,AgreedToMeet,You can call
2162,OutOfOffice,I have limited access to my emails this week. For urgent enquiries call my mobile at 0404937628.
142,OutOfOffice,"Thank you for writing in. I am out of office until Jan 11th 2021. I
will respond to your email once I am back on Monday. For anything that
cannot wait, please contact isaac.kimani@samasource.org
Regards
Surabhi"
121,AgreedToMeet,Sure Varsha. Let me know if theres an update.
2514,OutOfOffice,"I am away from work with no access to emails/mobile and responses will be delayed.
please write to vinod.bhongale@acendre.com for anything that may need my/our immediate attention."
3033,ConnectLater,But currently we are already associated with some vendor. Not looking for changing or new addition. I wil come back to you in case I will have any requirement in future.
1189,OutOfOffice,I'm on leave today with no access to emails. I'll resume work on Monday and revert to your mail.
2099,OutOfOffice,"Thank you for your email.
The Deloitte office is closed December 25, 2019 - January 1, 2020 in observance of the holidays.
I will be out of the office from Tuesday, December 24, 2019, returning on Thursday, January 2, 2020. I will respond to all emails and phone calls upon my return."
2754,SeekingMoreInfo,"Thanks for the email..
Kindly suggest your charges and the services involved.."
1554,Deactivated,"Thank you for your response but we cannot move forward with this amount of
commission"
115,OutOfOffice, I am out of the office with limited access to email from 8/10 through 8/14.
2533,OutOfOffice,"I am currently out of the office and will be returning on Monday, July 6. I will be checking emails periodically but please expect a delayed response."
1783,OutOfOffice,"Thank you for your mail. India office is closed on 2nd October on account of Gandhi Jayanthi.
I will resume work on 5th October and respond to mails thereafter."
2279,OutOfOffice,Thanks for your email. I will be out of the office until 21 Sept.
2964,ConnectLater,With reference to your below mail I apologize that I could not reply to your mail on time. As you regularly following up. Due to Covid-19 situation we are unable to plan your visit to our plant. So that we would seek your support for Flushing Our systems Oil Filters  Oil Testing. Hope in coming months we may plan for your visit so that we could jointly come to some conclusion. 
3121,ConnectLater, Sorry for the late reply but mywhole family is struggling with covid and also my father passed away.Rightnow our state having lockdown and all offices are closed due to covid onesthings become normal we start our office and communicate with you for iraqproject.Hope you understand the present condition.
1813,OutOfOffice,I am now on maternity leave.
2034,SeekingMoreInfo,Can you send me a list of your products and services thanks
672,OutOfOffice,"Ladies and Gentlemen, I am currently out of the office until Tuesday, Sep 29th. If you required immediate assistance, please contact Ms. Alex Martinez (alexandra.martinez@alliancerxwp.com) or Mr. Rick Ferrari (Richard.ferrari@alliancerxwp.com)
Very Respectfully,
Landy Dunham
Sr Director, Training and Quality Assurance AllianceRx Walgreens Prime
(703) 975-0734"
1626,OutOfOffice,"Thank you for your email.
It is a bank holiday in Mumbai on 10-Apr-2020. I shall respond upon my return on Monday 13-Apr-2020. Your email will not be auto forwarded. For very urgent matters, please contact me on +91-9820399681.
Regards,"
2999,SeekingMoreInfo,can you tell us how mush will you charge for hiring staff
1721,Deactivated,"I hope you are doing well.
Thank you very much for your email and for your interest in collaborating
with us but we are not interested."
591,ConnectLater,"Thank you for the information. At the moment due to COVID unable to travel.
Next year, fingers crossed.
Regards."
2624,Deactivated,"You have some good candidates here, but unfortunately we are not recruiting at this time and have no positions to fill."
888,ConnectLater,Not able to respond due to covid 19 lock down. Will revert once lockdown period completed
1987,SeekingMoreInfo,"We are currently on a hiring freeze, hence couldnt respond to you earlier"
1553,AgreedToMeet,Sounds like a plan
2588,OutOfOffice,"The Equinix offices are closed Wed, 12/25/2019 - Wed, 1/1/2020.
I will be on PTO from Thursday 1/2 - Wednesday 1/8.
April"
213,SeekingMoreInfo,"The message you sent requires that you verify that your
mail id is genuine and not a spam source."
778,Unsubscribed,"This is spam. Didnt ask for your emails so stop.
Best regards,"
2287,OutOfOffice,"I will be on vacation Monday 9/14.
I will respond to emails and cell phone messages @ 717-380-4008 as quickly as possible."
2648,SeekingMoreInfo,"Our cement plant is located in UAE. Will you be able to provide service
Thanks"
800,OutOfOffice,"I am out of office and would not be available on calls.
I resume work on 2nd Mar 2020.
Regards,"
2629,OutOfOffice,I am out of the office
1642,ConnectLater,"Thank you again for the additional information.
Its busy time for us at the moment. It will be better to reconnect as soon as we will be ready to expand our portfolios management base."
1731,OutOfOffice,I am out of the office and will respond to you on my return
2425,OutOfOffice,"I am out of the office until Monday, November 16 and will get back to you upon my return.
Thank you and have a great day!
Lisa"
2820,Unsubscribed,Please remove me from your mailing list.
1717,ConnectLater,"Actually our mechanical project is in hold condition due to pandemic. Only Civil erection job is going on.
So i will let you know after resuming the project in full phase condition."
2873,Deactivated,No thanks.
1343,OutOfOffice,"Thank you for your message. I am currently out of the office with limited access to email. I will reply to your message as appropriate when I return.
Thank you,"
273,ConnectLater,"Thanks for your mail and for reaching out.
But currently, we don't have any hiring requirements that we need
assistance with since we are already working with a couple of talent
partners.
If we need your assistance in near future we'll connect with you.
Thanks & Regards,"
71,OutOfOffice,I am out on [USvacation][NOT USholiday] returning Aug 10th.
2266,OutOfOffice,"Thank you for your email,
I am out of office until Wednesday 19th August with no access to emails. I will reply to all emails on my return."
1087,OutOfOffice,"Thank you for contacting me! I will be out of the office the week of July 13th on vacation. I will be checking in periodically throughout the week but if you need immediate assistance please contact my support team at DAL-broker.sales@wundermanthompson.com
I will be back in the office Monday, July 20th.
Thanks!"
394,SeekingMoreInfo,"Let me know if we can speak today, my number is 9108037904
Thanks"
583,ConnectLater,"Apologies I missed your email.
Would love to set up a call with you to learn more. Can you do after 3pm today?
Matias Salinas"
1732,ConnectLater,"I hope you are well.
Id be happy to connect toward the end of October, if that works for you let me know."
2404,Deactivated,"We are not interested in this. Thanks.
Best regards,"
2148,AgreedToMeet,Thanks let's talk on Monday
500,SeekingMoreInfo,"I am not able to understand what is this. Please call me tomorrow between 12:00 1:00 PM.
Thanks & Regards
Anil Singh"
2161,SeekingMoreInfo,"Sure, that works for me.
Also if you can share some details about your services and the commercials
it would be great."
2766,OutOfOffice,"Thank you for reaching out to me.
I am on leave till Sep 18 and hence for anything urgent, please drop an email on rvali@nicesoftwaresolutions.com."
3154,AgreedToMeet,We want to set a proposal regarding the payment terms as 45 days payment policy after candidate joining. Please revert as a confirmation and send across the agreement document for further process.Please feel free to contact me regarding the proposal.
2903,Deactivated,"Thanks very much for your email. Kindly be informed that since feb 2020 we have sold out solar inverters business to a company name FIMER and I stayed back with ABB to handle other profile hence we are not hiring any solar professionals any more.
Best Regards"
2284,ConnectLater,"Thanks for the follow up.
I am also chasing for possession of one property and trying to sell other one.
I will let you know how it goes and reach out to you for help accordingly."
1259,OutOfOffice,"Sorry - I will be in and out of the office Thursday afternoon and Friday - back on Monday and a so I may not respond immediately.
Don Suderman"
2759,OutOfOffice,Thank you for your email. I will be out of the office for the holiday until January 6.
1972,OutOfOffice,"Thank you for reaching out, I am out of office between 26/12/2020 - 9/12/2020 with limited access to mails."
205,OutOfOffice,"Thank you for your message.
I will be out of the office until Tuesday, September 8th. I will respond to your emails as soon as possible upon my return. For any emergency you can contact my colleague Shannon at+1 416 216 1070 or Sbuchwald@na.drakeintl.com.
Fabien"
733,SeekingMoreInfo,"The context is not clear to me, can you please explain little on context will help me to connect further.
Best regards,"
1957,OutOfOffice,"I will be away from the office until Tuesday Jan 5, 2021."
526,ConnectLater,"Hope this email finds you well!
We have gone through all your communication. Thank you for showing your interest in associating with us. However, we are not looking at any new engagements at the moment. Also we have an internal team who looks into these aspects.
Should we plan otherwise in future, we would get in touch with you.
Regards,"
1562,Deactivated,You for reaching out but not required.
898,OutOfOffice,"Your message is appreciated. Please excuse any late replies as i am away for Monday 16th December through Thursday19th December. I should be back Friday 20th December 2019. If urgent, please contact me on my work cell 656-530-2234"
377,AgreedToMeet,"Thanks for your email. I will ring you as requested.
Dr Saha"
3055,OutOfOffice, I am on leave today please expect delayed response during this period.Please text me on 91.9769947348 in case of urgency.
2840,OutOfOffice,"Currently out of office, returning 1/6/20.
Please note, Deloitte will be closed 12/25 through 1/1."
1904,Deactivated,"Thank you for your email. At this point of time, we don't need such
services as we have our own payroll team and they are using Netsuite.
I am not too sure how you got my email address, but I am not the person in
charge of doing payroll.
Thanks."
386,OutOfOffice,"I am on leave on this Friday, 12th Nov 20 and will resume the work on 17th Nov, Tues. will revert as soon as possible.
Regards,
Balaji Kamaraj"
198,AgreedToMeet,"Glad to hear that. We are happy to look at the requirements you have at the moment.
I am available to have a call anytime as per your convenience.
Warm Regards,"
1050,OutOfOffice,Thank you for your email. I'm currently on maternity leave. Please contact Laura Anifowose lanifowose@copemanhealthcare.com for assistance.
590,SeekingMoreInfo,"Is it possible if we could schedule a call on Tuesday i.e 22 December, 2020?
As there will be 2 people from our organisation, it will be better if a
google meet or zoom call meeting is set up.
We'll let you know the time one day prior to the meet.
Best,
Vinayak"
519,Deactivated,"yes I`m doing well, thank you.
m not interested to change the employer at the present time.
I think that my professional profile as an team leader does not fit.
Br
Marcus"
2554,Deactivated,Not interested
2170,OutOfOffice,"Thanks for your email. Ill be out of office on Dec 28th, 2020 until
Jan 4th, 2021."
429,OutOfOffice,"Thank you for your email. I'm currently out of the office and will return on 6 June. My response may be delayed due to limited access to my email. For urgent matter, please contact me on my mobile +65 9637 2596.
Thank you."
1083,OutOfOffice,Traveling on Business. Response may get delayed.
207,ConnectLater,"Thank you for your interest!
We will get back to you as soon as we are able."
491,ReferredSomeone,"Thank you for your note. Commencing November 2, 2020, I am no longer
with MEDA. For your convenience, your emails will be automatically
forwarded to Luis Granados (lgranados@medasf.org). If this is an
urgent request, please call (415) 282-3334 for immediate assistance.
Kind regards,"
1517,Unsubscribed,please stop sending emails. they are not relevant to me.
3082,OutOfOffice,I am out of the office today. During this time I will have limited access to email and phone please expect a delay in my response.If this is a NorthCee  IBEX Ops Issue please contact : NXSMARTOPS@genpactonline.onmicrosoft.comIf this is a Tanium  Tools team Issue please contact : rajkumar.yadav1@genpact.com
792,SeekingMoreInfo,"I would be interested in you maintaining my property, monthly cleaning etc
but not rental, what are the charges.
Thank You.
Rakesh"
2642,Unsubscribed,"We would not like to avail the services.
I had clearly mentioned in my communication that we will get back if
interested. Such follow-ups are unnecessary and leave a bad taste in the
mouth.
Do not intend to be rude but please refrain from further communication."
1186,Unsubscribed,Please take me off your mailing list; thanks!
1185,ConnectLater,"I appreciate your reach out and the information, but there is no such position available at IHS.
In saying that, Q1 2021 we might be considering a junior data handler/ Salesforce superuser.
You may reach out to me then, subject to candidates in your data bank."
2251,Unsubscribed,I am not sure why you are reminding me again and again .
2894,Unsubscribed,Can you remove me from your list.
2370,Deactivated,"Thanks for reaching out.
We are not interested at this time."
1410,OutOfOffice,Thank you for your email. I am on vacation and will return to work on 4th Jan. Please expect a delay in response.
1476,Deactivated,"Thanks for your mail. I confirm there is no hiring work, that we can give you in 2020."
83,OutOfOffice,"Thank you for your note.
I am out of the office with limited access to e-mail and returning Friday, August 28th . Please contact Jamie Pratt at jpratt@spanopratt.com if this is urgent or you need an immediate response.
Thank you,"
2512,Unsubscribed,Can you please unsubscribe me from all emails from your company?
2364,Unsubscribed,Please remove me from your mailing list.
20,OutOfOffice,"I will be off on vacation starting Monday June 29th, until Monday, July 6th. I will periodically be checking email and respond if there is anything urgent that comes up but it may be delayed. If you have any emergencies you can call my cell phone. I hope that you all have a great 4th of July holiday break! Thank you!"
1565,ConnectLater,"Thanks for reaching out. We don't have any content requirements at the
moment.
Will definitely get back to you in case we have some.
Apologies for the delay."
1735,Unsubscribed,Please remove us from your mailing list
2707,ConnectLater,"Thank you for your email. At this time we are not in need of these services, if things change we will reach out."
1405,SeekingMoreInfo,"Good Afternoon.
Hope you had a great weekend.
Can we have a quick call to discuss?
Looking forward for a response from your side."
