,Category,Response_preprocessed
2460,OutOfOffice,Thank you for your email. I am currently attending a seminar with limited access to emails. I will be responding to your email at the earliest convenience. If the matter requires urgent attention please contact CTS Reception on 1300 283 247. 
2292,MovedOut,I am no longer with re Dynamics. For assistance contact marketing@redynamics.com. thinkDeb Hammacher
2768,MovedOut,Messages to this email are no longer being checked. Please reach out to Eric Raz for further assistanceEraz@waukegansteel.comThanksWaukegan Steel
4182,ConnectLater,I have received the information in case of requirement I will contact you. 
911,AgreedToMeet,Yes I am interested. Lets schedule a call. Please call me on 9653629281today anytime around 1:30 PM to 2:30 PM
4027,Deactivated,Thank you for reaching out. Unfortunately this is not something of interest at the moment.
5066,Retired,I have retired from the Company effective 1st April 2020.Please contact Bhautik Mithani - CFO South Asia at bhautik.mithani@wundermanthompson.com or on his telephone number
1258,OutOfOffice,Thank you for your email. I am currently out of the office and will respond when I return on Monday December 28th. Merry Christmas
4074,OutOfOffice,Im out of the office Monday 927 to Sunday 103 on PTO. To insure that client support requests are acted upon in a timely fashion please send all non-critical support issues and non-project requests directly to our support alias support@transformative.com or all the helpdesk. 
2949,MovedOut,"Thank you for contacting Youngs et Company. We regret to inform you that  is no longer with Youngs et. Please direct any future correspondence to Upendra Nerilla at Upendra. Nerilla@rndc-usa.com,Upendra. Nerilla@rndc-usa.com. "
1179,ReferredSomeone,Im currently in the process of transitioning from the MUD WTR team to pursue new venturesFor technical items related to MUDWTR please reach out to adrian@mudwtr.com
4061,MovedOut,Rajiv Duggal is no longer with Hygiena LLC. Please contact Michael Laverty at mlavertyhygiena.com should you have any questions or need assistance. 
4426,SeekingMoreInfo,Experthubrobotics.com is distributors of premium robots and offer comprehensive Robotic Solutions including Advisory Robots Robotic Software Robotic Maintaainance for Robots on Sale Rent   Let me know how may I help
443,Unsubscribed,Fuck Kabir stop harassing my people with your bullshit. Is that so difficultI have an interest in you leaving us the fuck alone
3961,OutOfOffice,"Thank you for your email. 
I am currently Out of Office for Business Meeting with no or limited access mails so you can expect delay in response. 
You can get in touch with the below concern for related assistance. "
4924,Unsubscribed,Please remove from your database
3942,MovedOut,Yes we are happy to be associated with Talent Corner. Bhumi is no longer in services and myself is taking care till further notice
5159,AgreedToMeet,Can you please pick any open slot from here 
5072,AgreedToMeet, Call me when you can. 
3546,OutOfOffice,I am out of the office Friday July 3rd through Monday July 6th (returning Tuesday July 7th). I will be checking email intermittently and will respond to your inquiry at my earliest opportunity.
4155,Deactivated,Please do not send me such follow up emails as such I am not obliged torevert back to you.
4792,OutOfOffice,Thanks for your email. I am out of the office at an offsite meeting today. Please note that responses to emails may be delayed.
5292,MovedOut,Thank you for your email.  Im no longer with Kastle Systems however my email is being forwarded to the appropriate person to assist you.   If this matter requires immediate attention you may contact Steve Smith at 267. 456. 2048
3608,SupportAutoResponse,We would like to acknowledge that we have received your request and a ticket has been created. A support representative will be reviewing your request and will send you a personal response.usually within 2 hours. To view the status of the ticket or add comments please visit
4530,AgreedToMeet, Apologise for the delay in reverting.ing my recruitmenthead-Sathyavati to discuss further. SathyaRequest you to kindly speak to  and see if our requirements can be met. 
4324,MovedOut,Matt is no longer working for us. For assistance please forward your email to info@cascadegerman.com
3559,ConnectLater,Thank you for your recent e-mail. I am not however involved in the recruitment process but have copied our People department so that they can advise further 
1503,OutOfOffice,I am on maternity leave and not available on mails and calls. Please get in touch with the following PoCs in my absence:For HR queries- Meera admin@elitser-me.comFor Elitser Recruitment Services - Smrithysnair@elitser-me.comFor Accounts queries- Vikasvikas@elitser-me.com
5105,Unsubscribed,You need to stop contacting me. 
5398,SeekingMoreInfo, Ive uploaded some additional info regarding the recent contract andpayslip. To close this problem please go through instructions via the link
2012,ConnectLater,We might not be interested as of now. Will connect you in future.
4241,SeekingMoreInfo,Thats good for me CV attached for your perusal
3122,OutOfOffice,"Thanks for your email. I am on on leave until October 25th. For any urgent matters please contact Anne-Marie van Eyndhoven Anne-Marie. vanEyndhoven@eu. equinix.com,Anne-Marie. vanEyndhoven@eu. equinix.com"
4370,SeekingMoreInfo,Please send your Quotation for the following:Hiring of Oil Cleaning machine for Turbine Oil of Grade 46 Servo Prime461. Oil Grade: Servo Prime 462. Tank Capacity- 11000L3. Required Quality after filtration: NAS 5-64. Moisture Below 300 ppm
4094,Deactivated,We are aware of your services  currently do not need it. 
7,SeekingMoreInfo, Received with thanks your contact. Kindly request you to consult Petrotec  website and Social Media where you can see that Ocean Team Qatar is the Purity Solutions department and the leader of Oil Care Services in Qatar. Feel free to consult us to clarify any question. 
679,ReferredSomeone,Your email to Jenna McKenzie has been forwarded to me. Please delete her email address and all other email addresses you hold for my firm from your database
1944,ConnectLater,Sorry for a late reply. Im quite far in one of the recruitment processesexpecting an offer early next week so I think it would be sensible to holdoff with new processes for now. However should anything go wrong I willget back to you.
3066,OutOfOffice,I am currently out of the office on vacation. Please forgive a slight delay in response. I will return on Thursday Oct 7th. 
4982,SeekingMoreInfo,Hope all is well with you. We had sent the below introduction about our Exclusive Good Karma Range ofproducts. Hope you have had the time to review the same. Would love to hear from you. Also just in case you are not the correct person for procurement wouldrequest you to kindly forward this mail to the concerned person department. Thanking you for your kind cooperation
2747,ReferredSomeone,Please be advised all inquiries to this email address should now be directed to Melissa King at Melissa. King@ellucian.com. 
4161,MovedOut,Thank you for your email. I am no longer working at Vibrant Foods. Please contact Meral meral@vibrantfoods.com and she will be able to assist with your requirements 
2941,Deactivated, not a priority
4979,Deactivated, Im no longer contactable on this email address. 
1065,Deactivated,Thanks for the reminder but not interested
3155,Unsubscribed,Remove me from your mailing list
1475,Deactivated,Thank you for your interest but Im not interested in meeting because I have chosen another direction for the services you offer. Best 
3948,OutOfOffice,"I am currently out of the office with limited access to emails. I will reply to your email as soon as I'm able. 
"
4092,MovedOut,Im no longer with our Company  Please Contact Mr. Elayaraja elayarajaa@apollohospitals.com  ea9@dxc.com for further communication.
2985,Unsubscribed,How many times do I need to unsubscribe
2022,AgreedToMeet,I am in meetings from 10 - 2 today. If you ring the main office number on 01756 748387 one of the team will answer. I look forward to chatting soonRachel DeeksDirectorFortem People
4820,ConnectLater,Thanks for the email I am very well aware of 7 targets and connected to Sanju since a few years. I will update you incase we need any such services. 
3538,OutOfOffice, Thank you for your email. I will be out of the office October 14th and 15th most likely returning on Oct 18. Please use our great team for assistance:
4399,SupportAutoResponse,Please type your reply above this line -biThank you for contacting Biovision Inc.ibYour inquiry has been received and will be responded to as soon as possible. Our typical response time is within two business days. The ticket assigned to this inquiry is 31923.You may reply to this email if you have follow up questions or more details to update your original inquiry to us.We thank you for the opportunity to assist you.bTechnical Support TeamBiovision Inc.bYour question is below:--------------------------------
1131,Unsubscribed,Please remove me from this list Emma. ZB
1462,Deactivated,No thank you we arent interested. 
4900,MovedOut,"I am no longer at the University of Kansas. If you are contacting me about KU IT business please redirect your inquiry to Chris Crook ccrook@ku.edu,ccrook@ku.edu and Alex Wong alexwong@ku.edu,alexwong@ku.edu. "
2728,OutOfOffice, I am out of the office for the holidays so email replies will be delayed. My laptop and I are spending some time apart during this lovely season so if you need something urgently you can text me at 917 797 5904. Otherwise I look forward to connecting with you in the new year. Happy holidays
2690,Unsubscribed,No thank you - please can you stop emailing me. 
223,Deactivated,Thank you for your email.  We have a number of tried and tested companies we work with and at the moment are not looking for any other partners. 
5016,OutOfOffice,"Please be informed that Im on PTO today and I will respond to you when Im back to office on 17th August 2021 Monday. 
Thanks. "
49,AgreedToMeet,Yes call me tomorrow morning
574,SeekingMoreInfo,Can you share more details on this. 
1237,ConnectLater,Thanks  for a sending  mail our contact with u shortly. 
4122,ConnectLater,Thanks  
5244,Deactivated,No.
4865,SeekingMoreInfo,Currently we do not have any requirement fir legal service. We will revert to you when the need arises.in the meantime please share the details with respect to the areas you specialize in. 
268,Deactivated, Thanks for your mail but I am not interested in this and neither do Iremember expressing interest in this
1105,MovedOut,Thank you for your email. I have left DRGClarivate. Please feel free to contact Martin Russell at martin. russell@clarivate.com and he will redirect you. BestClarissa Odence note: This e-mail may contain 
1936,AgreedToMeet,Hope youre doing wellIm looking for vendor support for the manpower requirement now. Can wehave a quick connect to discuss further
387,MovedOut,Ray is no longer with the company. . . please forward any emails to Dave Mauldin - DavidMauldin@ohionational.com
3872,SeekingMoreInfo,My name is Mabel Lozano and Im part of the Talent team at Clir Renewables. My colleague Simone e share your contact information as it seems youve been in touch in 
3621,ConnectLater,Thanks you for your email but we already have our recruitment strategy in place. We will reach out if our circumstances change
2634,ReferredSomeone, SoniaLooping in Shivani from the HR for further conversation. Thanks  
4743,Deactivated,we are not interested thanks. 
1564,Deactivated,Not interested as of nowThanks
4296,ConnectLater,Please note i am already with Jobjabs since 28 th December 2020
210,AgreedToMeet,Can connect around mid of the week.
910,MovedOut,Mandar has left Infra. Market. I request you to write a separate email to Bhavin. Jain@Infra. Market who ishandling the legal at infra. market as of now. You may mark me in cc. Thanks
1290,Deactivated,Thanks for your mail. We are not fabricators but just steel suppliers. Thanks
4089,Unsubscribed, I am from NASSCOM  and I coordinated the startup showcase event at NPC and  I am aware of your product.  Pls. remove me from your mailing  list. 
4849,SeekingMoreInfo,Where is the job 
1843,ConnectLater,Many thanks for getting in touch. For the time being I am not interested in other job offers but thank you for considering me. Please lets stay in touch for the future endeavours. 
4432,OutOfOffice,I will be out of the office until 9/8/20. I will be checking emails on a limited basis. If your need is urgent please call your branch office 
2999,AgreedToMeet,please contact me on 9811958433Thanks   
959,ConnectLater,SORRY AT THE MOMENT I DONT REQUIRE THESE SERVICES WILL CONTACT U IN FUTURE IF ANY REQUIREMENT ARISESTHANKING YOU  AWAITING YOUR VALUED REPLYORMROYAL PALMS OFF AAREY MILK COLONY RDMUMBAI 400065INDIAwww. weightronixcontrols.comwww. solar-systems.co.in
1794,OutOfOffice,Thanks for your email. I am off from 30th Nov till 4th Dec. I will be able to respond to your email when Im back next monday - 7th Dec. 
2089,OutOfOffice,I am Out of the Office until Monday November 30th with somewhat limited access to e-Mail and Voicemail but will be checking daily. Please contact Ed Conant at Ed. Conant@Tecomet.com or (603) 626-3139. If this is urgent call my mobile phone at (513) 404-1586. I will respond as soon as possible.
332,OutOfOffice,"I am out of the office until 1-4-21. If you need immediate assistance please contact me at 563-513-5442. 
"
2752,Unsubscribed,Please remove from mailing list  Darren no longer works for SuncorpThank you
3204,ReferredSomeone,I have ccd this message to our Drafting manager Darrell Littlejohn. He would be the one that handles our detailing sublets. 
3306,OutOfOffice,"
Im currently out of the office with limited access to internet and email. "
1775,AgreedToMeet,Requesting to call me today first half for the below mentioned mobilenumber. Mob no : 9731715075. 
5220,ConnectLater,In case the bank is looking at some recruitment agency help you may suitably connect with Tanya. 
3063,Unsubscribed,stop sending mails
4400,AgreedToMeet,SureYou can call and discuss
2365,OutOfOffice,I am currently out of the office with limited access to email. If this matter is urgent please contact laurie. mannon@envisionpharmagroup.com. 
3110,Deactivated,Thanks for your mail. But I dont need it currently
2315,AgreedToMeet,Thanks for your email we at bellurbis is into resource augmentation for ITcompanies for their Technical recruitment.in case you are interested to support our company on the same. We can jumponto a call to discuss further. 
3946,Retired,"Thank you for your email. I will be retiring from the City of Reno on October 15, 2021. I will still be available for questions through December 6, 2021. You can reach me by phone at 775-870-0181. Should you have any questions regarding Historical Resources Commission please contact Perry Schaffner at schaffnerp@reno.gov (mailto:schaffnerp@reno.gov) or Megan Berner at bernerm@reno.gov (mailto:bernerm@reno.gov) Claudia C. Hanson, AICP Planning Manager City of Reno 775-870-0181(c) -- Claudia C. Hanson, AICP Planning Manager Office of the City Manager 775-334-2381(O) 775-870-0181(C)"
4702,ConnectLater,Appreciate your interest but as of now we are not looking for new partners. Will let you know if need arises. 
1367,ReferredSomeone,Please connect with Mr Sameerk 
174,ReferredSomeone,My email ID is now changed from finance@fourrts.com to vasu. ks@fourrts.com. I request all of you to update in your address book in all future communications
3332,SeekingMoreInfo, Thank you for your email. Do you have your own profile anywhere as I could not see anythingIf you have any suitable candidates for accounting roles our process is for the resume to be emailed to me and we can go from there. If you can ensure the following is included:     Suburb candidate resides     Reason for change     Status un Australia if applicable     Software usedFor any accounting roles we are after suitable candidates that have worked in the profession for at least 2 years plus. 
3899,ConnectLater,We have no open headcounts for this year.  I will keep you in mind when things change. 
4868,MovedOut,Gabri no longer works for Measurabl but I will forward your information toour HR department.
4725,OutOfOffice,Im currently on annual leave with no email access. For sales support Enquiries  please write to  Mmarigi@agility.comFor escalations please reach out to Tsaliba@agility.com or Swanyama@agility.com
1953,MovedOut,I left Whitepanda last month. For further communications kindly get in touch with our Founder Roshan at broshan@whitepanda.in roshan@whitepanda.in
4997,MovedOut,Barbara McNichol is no longer an employee ofFSG. Please contact Ursula. shand@fsgbooks.com
2037,AgreedToMeet,We would like to thank you for your email and interest to have a successful cooperation with Pinnacle It would be  a great opportunity to discuss 7 targets  Partnership ProgramKindly approve your acceptance for web Conference call on  next Monday  30 August 11:00 AM Slot is reserved
3201,Unsubscribed,remove me from this  email list  not related to me xe2x80xa6Best 
3863,ReferredSomeone,Rosina Garrido rosina. garrido@globant.com
4444,ConnectLater,I will get back to you. 
1,SupportAutoResponse,#NAME?
2175,SeekingMoreInfo, Thank you for sharing the details. Please share terms and commercials for this. 
1357,OutOfOffice,Please note I will be out of the office for my annual leave starting 13th October 2021 through 20th October 2021  returning back to work on 24th October 2021. If you need immediate assistance during my absence please contact me by whatsup 971564886859. Otherwise I will respond to your emails as soon as possible upon my return. 
3974,MovedOut,Thank you for your email. This employee is no longer with the company. 
4889,AgreedToMeet,Thank you confirmed. 
2601,ConnectLater, I forwarded your message to the respective team If required twillcontact you back
397,MovedOut,Thank you for your email. My last day with Cadwell will be Friday July 9 2021. I will be monitoring and responding to emails through then. After that please contact the appropriate department. ulliPurchasing: purchasing@cadwell.com purchasing@cadwell.comaliliInternational Support: international. support@cadwell.com international. support@cadwell.comaliliU. S. A. Supplies Accessories and Electrodes: supplies@cadwell.com supplies@cadwell.comaliliU. S. A. Application Support: applications@cadwell.com applications@cadwell.comaliliU. S. A. Hardware Support: servicedept@cadwell.com servicedept@cadwell.comaliliAccounts Payables: apinvoice@cadwell.com apinvoice@cadwell.comaliliCustomer Invoices and Billing: billing@cadwell.com billing@cadwell.com
4050,Deactivated,Thanks for reaching out  but currently we have in-house programmes for the same. 
2759,SeekingMoreInfo,I was thinking when can we arrange a face-to-face or a web based meeting to discuss the details further Managing the entire Order to Cash process is often an arduous task for the finance teams but with the right approach and technology the entire O2C process can be simplified. Some of our clients have already benefited quantifiable improvements in DSO cash flows bad debt reduction with deep subject matter expertise and tech-enabled receivables solutions. Dont believe us. Give us a shot. Lets start off with a partial Scope in AR and if our services proves to be up to your expectations you Its that simple. Just hit the reply button and say lets give it a shot and our dedicated account manager will reach out to you for all the details. Waiting for you response
1813,SeekingMoreInfo,Yes I did see but your email is very vague who is the candidate so I can give you feedback. Plus we work on 12 success fee
3686,MovedOut, Thank you so much for your email. I am no longer working at E-Therapy but we do not want to miss your communication and questions Please contact Diana Parafiniuk CMO at: dianap@electronic-therapy.com
3656,Deactivated,We dont need this service as of now
817,Unsubscribed,Dont send anything please
1573,ConnectLater,Thanks for reaching me. Will come back to you when you need support.
3470,SeekingMoreInfo,yes I am going to take your services. Just want to make sure Iwill get visa or not
1801,ReferredSomeone, I am not the right person to take content discussions ahead.in my earliermail I had mentioned the people who are involved. Have you connected with themPlease get in touch with the iniduals mentioned in my mail to takethis forward. 
2281,OutOfOffice,"Thank you for your email. 
My office hours are MONDAY TUESDAY & WEDNESDAY 9am to 5pm. 
I will respond to your email upon my return to work. "
4287,ConnectLater,We are not  having such requirement at present
4099,OutOfOffice,"Thank you for your email. I currently work Mondays and Tuesdays and will reply to your email then. For anything urgent please call me on 0410 707 509. 
Thanks
Sarah. "
2707,MovedOut,Jim Hunter is no longer employed at Coretek. Contact Brian. Herr@coretek.com for any outstanding items that needed Jims attention. This e-mail and its attachments may contain information that is 
4677,SupportAutoResponse,Submit a ticket via the ServiceDesk
3185,SeekingMoreInfo,I am reaching out in reference to your email conversation with my colleagueSheetal regarding our Social Media  Content Management. 
4995,SeekingMoreInfo,Kindly send your franchise fee profit margin and other financial details. 
3338,ConnectLater,Thanks for your email. The services that you are providing are interesting. However I need to check with the management if we need these services at this point of time. I shall revert once I have the clarity and we can connect later. 
3539,OutOfOffice,To Whom It May Concern:I appreciate you reaching out to me. Due to COVID-19 please allow 2 to 3 business days for a reply to your e-mail. If you are reaching out regarding something time-sensitive please send me a text message and we can schedule a 15-minute phone call via Calendly if necessary. 
3708,AgreedToMeet,Yes pls
555,Retired,Thank you for contacting Allied Steel Fabricators The person you have emailed Russ Berglund has since retired from the industry. If youd like to reach out to us please use one of the following contacts
1160,SupportAutoResponse,Thank you for your email. Your service request has been assigned ticket number TKT-3771230-C2S5M0. If after 2 business days you have not received a response you may escalate by emailing apescal@microsoft.com. Please keep subject line intact with ticket number. In the meantime please review our Self-help Tools and Frequently Asked Questions for SupplierPayee:SELF-HELP TOOLS  FOR MICROSOFT EMPLOYEESELF-HELP TOOLS  FOR SUPPLIERPAYEEClick here
1214,Retired,I have retired as of January 29 2021 please contact Bob Gerber at robert.gerber@hrccu.org or 518 741-4984.
4406,OutOfOffice,"I am currently out of the office and will be back on 04th of January 2021. 
Your E-mails will not be answered or forwarded. "
1326,MovedOut,Thank you for your email.  I no longer work at News Corp.  Pleasecontact Brian Kelly at bkelly. consultant@newscorp.com
2708,OutOfOffice,I am currently on paternity leave. Returning on 26th October. Please contact Stevie Thompson 07976704372 in my absence  or message me for anything urgent
2766,Unsubscribed,"No thanks and please stop emailingJamie Cozensjamie. cozens@maplecom. co. uk,jamie. cozens@maplecom. co. ukLogo"
701,ConnectLater,Thank you for your support but currently we arre not in any need . Will surely contact you in future. 
3698,OutOfOffice,I am on PTO and back on 10-18-21. 
3593,AgreedToMeet,yes 9. 30pm today works for me. 
3875,ReferredSomeone,We had several technical difficulties with the @headhunting. games emails so we have now moved to a new email address. Please reach me onRian@meta-headhunting.comKind 
1456,OutOfOffice,I am away from my desk today until late this afternoon. I will respond to your email upon my return.
4538,AgreedToMeet,Id be really interested in discussing this further. Let me know when wouldsuit for a discussion
3545,Unsubscribed,Stop sending me mails daily. I already have tie up with you all. Vayunandan is SPOC
2358,ConnectLater,yes we will come back soon
867,Deactivated,We are not looking at any services at this time. Thanks for reaching out. 
1645,SeekingMoreInfo,"thank you for the information you have send to us. However there is few changed regarding the date of staying it will be on 17th November xe2x80 30th November. As for now I give you Dato Muthukumar detail first.  Dato Muthukumar :  1     Age  Nationality of guests49 years old Malaysian. 2     Health Objective of each guestRejunavation and similar to therapeutic fasting 3     Underlying health conditions of each guestWeight 90kg Very healthy 4     Any surgeries in the past 1 year No Please send us the package room and price quotation for Dato Muthukumar. I will update to you for other guest details as soon I get the information and details. Ms. Mary can contact me at 6012-328 0211 and Chairmanoffice@mktron.com ,Chairmanoffice@mktron.com  for further update. "
4490,Deactivated,I have my own developers.  We do not use outside resources. 
3297,Unsubscribed,Please remove our details from your database thank youKind 
2844,Unsubscribed,Could you please remove my details from your database. 
1491,Unsubscribed,We are living in dubai please dont send so many emails
2544,Deactivated,Thanks for getting in touch but Im afraid this does not fall in the scope of my role. 
730,SeekingMoreInfo,Can you send me the quotation and details for the below mentioned products
3173,OutOfOffice, I am away from 9 Sep (Wed) to 18 Sep 2021 (Fri). Please contact AmBank IR team at 019-209 3955 or Yee Tyng (03-2036 1435) for any IR related matters. Otherwise I will respond to your emails as soon as possible upon my return on 21 Sep 2021 (Mon). Thank you
4697,AgreedToMeet,Tried reaching you but didnt get through can you call me at 9179303330
1937,ConnectLater,Thanks for our email - however could you please direct any future correspondence to the Talent Acquisition team.in short if we havent got approval for an agency candidate in TA we cant pay you. If you are happy to send through the CV I will discuss with the team and come back to you. 
2955,OutOfOffice,I am out of office on leave until Monday 17th August. 
1111,OutOfOffice,"
I am currently out of the office. I will be checking my emails when I get the chance but it will take me longer than usual to get back to you. 
Should your matter be urgent please contact The Recruitment Network HQ on 0844 272 8990 or support@therecruitmentnetwork.com and one of the team will assist you in my absence. 
Otherwise I will respond to your email as soon as I can. 
"
4403,SeekingMoreInfo,Please share the quote and brochure in any for our further internal process. 
4839,ConnectLater,Right now Im just following you from a distance - you guys seem to bedoing great work :- Im not in charge of our sales but I might reach out. 
1186,SupportAutoResponse,Please type your reply above this line -and thanks for reaching out to IntelyCare Weve received your request 1676530 and we will respond back within 24-48 hours. Please be advised that due to the catastrophic typhoon impacting our off-shore call center there may be a slight delay in our response. To add additional comments reply to this email.--------------------------------
2008,SeekingMoreInfo,Thanks for your email. Can you please advise the salary band pension and bonus structure for this role
194,MovedOut,I no longer work at Hume Bank. Full Hume Bank contact details are shown on this webpage: www. humebank.com. aucontact-us. All the best David.
1516,OutOfOffice,I am on vacation and will not check e-mails on a regular basis. Please text me
579,AgreedToMeet,Done from my end. 
2124,SeekingMoreInfo,Sending it again with spaces
1430,OutOfOffice,I'm currently out of the office with limited access to email I will respond as soon as I'm able
772,AgreedToMeet,Im interested in learning more about this
5355,Deactivated,I dont have received any mail from you. 
1847,ConnectLater,I have marked the profiles in yellow which are looking interesting to us. Looking forward to further information about them
132,Retired,"Mr. S Selvaraj has retired from the services of the Company and he is replaced by Mr. Praveen Pathak whose mail id is Praveen. Pathak@royalsundaram.in,Praveen. Pathak@royalsundaram.in. "
179,Deactivated,There is no requirement as of now.
4834,ConnectLater,Thanks for your email but I have already spoken with Clinton in your office an dI Will be in touch once we have a requirementKind 
3146,Deactivated,We do not use SAP
2945,Retired,Toivo Sari has retired from Cypress Creek EMS.  Please contact our IT team at support@ccems.com for assistance. 
2989,Deactivated,Thanks for getting in touch this wouldnt be something wed look at right now. Appreciate you reaching out.
2772,AgreedToMeet,Please propose some times Monday or Tuesday next week
3064,ConnectLater,It was nice to talk with you over the phone
2074,Retired,Mr. Vijay Karayi has retired from CMIFPE on September 4.Please address further communication to Mr.Kiran Rahate CFOoKiran.rahate@cmifpe.com
659,OutOfOffice,"Thanks for your mail
I am on leave today with limited access of mail and phone hence there will be delay in response . "
1897,Deactivated,Thank you for your email. I am into consulting business hnec I do not need services offered by you
3882,AgreedToMeet,tomorrow you can call me
2222,Retired,Please be aware that as of Monday June 21st 2021 I have retired from Risk Strategies. I have transitioned all responsibilities and contacts to members of the Risk Strategies IT and Operations team so please contact the appropriate person for any future needs.
3633,AgreedToMeet,Yes we can set up a call and discuss but just to be clear I am lookingfor an opportunity to learn. 
343,MovedOut,I am no longer with Think Talent. Please direct your query to Ainsley Johnstone at ainsley. johnstone@thinktalent.com. au
2973,MovedOut,Thank you for contacting PHTA. We regret to inform you that Robert Griego is no longer employed here. Please direct any future correspondence to Janay Rickwalder at jrickwalder@phta.org. This is an automated reply. For your convenience this email has been automatically forwarded to Janay Rickwalder. 
728,SeekingMoreInfo,Thanks for your interest in fulfilling our manpower requirementsWe are seeking to scale the Machine Learning team for our Chennai office. You could know more about us at www. multicorewareinc.com. A snapshot of the JD herewith for reference and understanding. And thedetailed JD is attached herewith. Role  Years of Experience No. of Reqs ResC Mandatory for all positionsSoftware Engineer 2 to 4 yrs 2 CV or ML experience not mandatoryComputer Vision Engineer 2 to 4 yrs 2 CV andor ML experience MUSTSenior Computer Vision Engineer 4 to 7 yrs 2 CV andor ML experience MUSTSenior Software Engineer 5 to 7 yrs 2 CV or ML experience not mandatory. Should have built a complex solution. Optimization on CPUGPUDSP expertiseis a solid plus. Engg Manager  Solution Architect  8 yrs 1 CV and ML experience MUST. Experience of building a complex CV based solution MUST. PG MS is MUSTwhile a PhD candidate is preferred. Pls note the following working conditions for our requirements:1. Nature of positions: All positions are full time and on rolls ofMulticoreWare and we are NOT seeking staffing solutions here. 2. Service fee: We work on a flat fee of Rs. 30000 for fulfilling eachposition irrespective of experience or CTC3. Bonus fee: An additional payout Rs. 10000 will be enabled in case aselected candidate joins within 30 days of offer rollout. 4. Agreement: Standard replacement clause of 90 days shall apply                 Vendor agreement shall be signed while nearing an offerroll out to the first candidate sourced by you.                 Invoicing to be done within 7 days of candidate joiningand payment within 21 days of receipt of invoice5. SPOC: I shall be your single point of contact and the profiles can besent to me at hiring@multicorewareinc.com only                I shall notify in case of any duplication with our pipeline screened candidates and will be duly informed within one day. 6. Recruiter POC: You may share a recruiter POC from your side forsourcing candidate coordination and sharing interview feedbackIf you are agreeable to the working conditions mentioned above pls send ina line of confirmation and begin working on the requirements.
4267,ConnectLater,Adding our Senior Talent Acquisition Specialist Heena who will take thisforward. 
977,AgreedToMeet,i need to discuss on plant maintenance
2378,OutOfOffice,I will be traveling Monday October 18 through Friday October 24. Iwill be checking email periodically but may not be able to reply rightaway.  If you need a quick response please text or call me at
3483,MovedOut,I no longer work for the Cities Transformation Taskforce. 
1929,OutOfOffice,I will be out of the office until 29Nov20 checking communications infrequently. If you need immediate assistance please call 913-661-1662.
3048,AgreedToMeet,I hope you are well. Please find below the Zoom link:Vitoria Nabas is inviting you to a scheduled Zoom meeting. Topic: Vitoria Nabas Zoom MeetingTime: Aug 3 2021 11:00 AM LondonJoin Zoom Meeting
3793,OutOfOffice,Thank you for your message. I am currently out of the office and traveling with limited access to my mailbox.  I will be back on Monday October 25 2021. Please reach out to the following contacts for any urgent matters during my absence
1300,MovedOut,Thank you for your email. I have moved out of the contractor management team. For any query please reach out to Vikas Sharma. 
3548,MovedOut,Please note that Marc Nephtali is no longer employed at Vertex Pharmaceuticals. If there are any concerns please contact Ravin Warnakulasu at RavinWarnakulasu@vrtx.com. Thank you Data Technology and Engineering Team
4971,MovedOut,The person priyanka. d@ttkservices.com you have mailed to is notworking with us anymore. 
661,Unsubscribed,Unsubscribe please. 
1791,SeekingMoreInfo,Your software is supposed to use AI to personalize email. Youre sending me the same cold email template that everyone else sends. Please explain how 7Targets is different when Im seeing you use it on me and its not different at all
3389,ReferredSomeone,This mailbox is inactive and not monitored.  Please email Eric Koppin erick @people20.com for assistance or call 248-842-7415
3253,Deactivated,If I didnt reply its because we are not interestedCordialement  
3480,ConnectLater,we do our own drawings in house and have anything else completed by our customers thanks anyway have a great day
3604,Deactivated, I am managing out an existing portfolio and am not looking to add to the 
3575,SeekingMoreInfo, Thanks for reaching out on this opportunity it seems interesting and Idbe interested in learning more about it. Is there a JD you can share withmore details
2562,OutOfOffice,"Kindly be informed I am on leave on 7&8th December 20
Any urgent matters you may email me or call me directly. "
4222,ConnectLater,Thanks for the given opportunity. I am currently under a long term assignment with my current employer therefore please do not consider me as a potential solution at least within the next 6 months. Nevertheless we shall keep in touch for potential future opportunities
1086,OutOfOffice,I will be out of the office on vacation between October 20-21 with limited access to email. If your message is urgent please text message me or call my mobile phone and I will get back to you as quickly as possible.
5339,OutOfOffice,"I am currently out of the office on annual leave returning on Monday 11th October 2021. Please contact my colleagues below depending on the nature of your query. Finance related timesheets invoicing etc. please contact Dharmesh Patel Dharmesh. patel@lightsourcepeople.com,Dharmesh. patel@lightsourcepeople.com or Keith Carline keith. carline@lightsourcepeople.com,keith. carline@lightsourcepeople.comCompliance related certification contract queries signed documents extensions etc. please contact Ellie Gatsell ellie. gatsell@lightsourcepeople.com,ellie. gatsell@lightsourcepeople.comRecruitment related matters CV feedback interviews general queries etc. please contact Ashley ashley. harrington@lightsourcepeople.com,ashley. harrington@lightsourcepeople.com"
1279,Deactivated,Thanks but I am not interested
5252,AgreedToMeet,Which previous email are you referring to Lets schedule a call for tomorrow. Will my first delivery still be scheduled for tomorrow
1622,Unsubscribed,Please do not write me any longer. 
4460,Unsubscribed,I dont have enough money to invest so dont contact me. 
5240,Deactivated,Thank you for getting intouch with us but we are not looking at enrollingany new vendors at this point in time. Thank you
68,Deactivated,Thank you. We are not interested
