,Category,Response_preprocessed
1080,ConnectLater,We wont be able to recommend another centre as we arent sure of their protocols or depth of practise. However if you have any specific ailment then you can connect with our healersdoctors via our tele health platform
2584,ReferredSomeone,:This mailbox is no longer in use. Please direct all inquiries and correspondence to Kevin Schroer kschroer@blockinc.com. 
181,AgreedToMeet,While I have no idea how I got on to your email marketing I am glad I did. I would love to have a conversation with you to learn more about ProtoCloud. Full disclosure we are a custom software development company and we are commercializing a middleware that auto-generates graphQL APIs. Between the work youre doing and the work we are doingxa6we are freeing up almost ALL of the backend engineers timexa6this is more time for them to work on internal projects and skunk works ideas to help them move their companies forward faster. I dont know where ProtoCloud and Project Phoenix may fit together but I would like to explore with you. How does the first week of September look for you to connect
1298,ConnectLater,Thanks for writing to us. But as if now there is no requirement when therewill be I will let you know. 
3417,SeekingMoreInfo, Let me know the pricing per interview. 
3343,SeekingMoreInfo, TeamPlease share your quotation. 
1637,Deactivated,ThanksPresently still not hiring in the Salesforce or IT
293,AgreedToMeet, Thank you for you quick reply. If we can be within the range I sent you yes we can speak. Im jammed packed with calls today as I was off yesterday.  Today after 5pm works or after 4pm is also good for me.  My number is 353871137831. 
2624,ReferredSomeone,Please contact Peter Rake at prake@switchautomation.com. 
3356,SeekingMoreInfo, Abs. Hope you had a great weekend. Would you like us to add a few HR heads and assign them to Abs AliThis way we will see the assistants in action. 
363,AgreedToMeet, Thank you for receiving this email as you know my experience of management in Solar hes like a home game. Is this for b2C our B2B business Because I prefer B2B business. Can you please call me around 5 oclock Dutch time so we can talk about these opportunitiesAnd Im also looking forward to hear from you. Met vriendelijke groet
2141,ReferredSomeone,Thanks for your email. I have now stepped down from my role as Chief Energy Officer at Bulb and will not be monitoring this inbox. If your query relates to wholesale energy please contact Gennaro Di Fusco. If you have any other urgent queries please contact rachel@bulb. co. uk
1618,Deactivated,Im not a potential client. 
54,AgreedToMeet,I would be happy to have a chat with David.   Thursday would be a  to take a call. My number is 01539 877137 
1129,ConnectLater,I like Ashburn and have been there many times since I have family there.    However we are a smaller company been in business 12 years and I have been here nine years we have a strong handle on the type of selling we do.  Maybe a year from now. 
1472,Deactivated,Not at this point. Will reach out if we need anything. 
3388,SeekingMoreInfo,I replied to you on Monday after your multiple attempts to get ahold of meand now I cannot seem to get ahold of you. How did you get my contact info
1265,ConnectLater,Thank you for reaching out to Burt Process Equipment. Your email has been logged and the reference details are as follows:Case : 00118601Subject: About: Migration from Magento 13333512694475
3663,Unsubscribed,Please remove this email from you mailing list
1780,Deactivated,This is not something we are interested in. 
1565,Deactivated,AT  this time we are covered for our risk assessment software and we are not looking to make a change. 
472,AgreedToMeet,Yes most definitely. Let us get on a call to discuss this Whats yournumber
3440,SeekingMoreInfo,Kindly send your franchise fee profit margin and other financial details. 
3532,SeekingMoreInfo,Thanks for reaching us kindly share us the Proposal Docs so that we can take it a head and start discussions. Thanks  
2990,SeekingMoreInfo,Thank you for connecting with meAs mentioned in your email you provide franchise for Talentcorner HRServices recruitment firm. I request you to share the investment required for franchise at Nagpurlocation and how the process of recruitment  will take place. I alsorequest you to share the margin details etc to proceed with the businessprocess. 
1548,Deactivated, I am happy in my current role for now. 
859,ConnectLater,Thanks to write to me. But I think investment is high than my investmentplanning. So for the time being I am postponing any plans with you. If anythingdecide in the near future I will definitely contact you. 
2946,SeekingMoreInfo, AllWe have one opening position for QA . Please find the QA JD below. 0 - 3Years - Strong Knowledge of SDLC STLC and Software Testing Concepts- Good knowledge of database technologies HTTP and Web fundamentals- Review requirements specifications and technical design documents toprovide timely and meaningful feedback- Create detailed comprehensive and well-structured test plans and testcases- Estimate prioritize plan and coordinate testing activities- Good In communication skills- Exposure to automation tools will be added plus.education- BE  BTech Mtech  MCA  MS  MSC. We have one opening position for Customer Account Manager . Please find theJD below. 3 - 5 Years Handling Customers and Transferring requirementsSkills   - Good in communication   - Understand the problem statement and clearly articulateChecks   - Explain the current project what it does and ask questions on the same   - Give them open ended questions and see how they answer the same. Engineering ReleaseDelivery ManagerSkills   - Familiarity with      - Development cycle      - Tools like TRAC JIRA      - Priority and Severity   - Scenarios   - Team PlayerProduct ManagerSkills   - Think through the feature from Ux ad User perspective   - Compare two products and have opinions on the samePlease reach me out for any details. Shashi Kumar GManager AdministrationTribyte Technologies Pvt LtdPh: 91 9844466477Website 
538,AgreedToMeet,It would help if you put the effort in to call me Jake rather than Karen
3879,Unsubscribed,You have the wrong email.  
4370,OutOfOffice,Thank you for your email. Please expect a delay in my response as I am currently on a customer workshop on a business trip on an external eventX on leave on sick leave on public holiday travelling training with limited access to my e-mails and phoneX with only limited access to my e-mails and phone          I will be back on the 25th of October 
1910,Deactivated,Thanks to communicate with me but in fact we dont need this services now
3482,SeekingMoreInfo,no introduction. 
129,AgreedToMeet,Tomorrow 4-5 should be OK@ Sasi : Please understand
4228,OutOfOffice,For Thursday September 30 and Friday October  I will be out of the office on vacation. If you need help coordinating time in the calendar please contact my assistant Danielle Aprile danielle. aprile@bell. ca. 
2650,ReferredSomeone, I am no longer at Wellways so for any IT Operation issues please email David Berry Smith dberrysmith@wellways.org. 
617,AgreedToMeet,Lets do the call Next week Tuesday at 5. 00pm. 
2112,Deactivated,We moved off of Magneto months ago. We are set. 
3750,Unsubscribed,please remove - thanks
2117,Deactivated,We dont have any projects on that part
4434,OutOfOffice,I am on planned leave from October 13 - 17 2O21 with no access to mails. Kindly expect delayed response. 
4383,OutOfOffice,Thank you for your mail. I am on personal leave on 13th and 14th of Oct. I will be unable to respond to emails. I will respond to your email upon my return. 
2450,ReferredSomeone,Thank you for your email. Please contact Laurel Harris Director of Human Resources at Info-Matrix for assistance. She can be reached at lharris@info-matrix.com. 
3225,SeekingMoreInfo,Yes thats fine. Please see attached my CV for consideration
3873,Unsubscribed,Please unsubscribe meBest 
2790,ReferredSomeone,I am no longer monitoring this email. You can now reach me at John. wtman@tiaa.org. 
3989,Unsubscribed,Spam remove
3411,SeekingMoreInfo,Thanks for following up. I am based remotely out of California. Is thisopportunity accommodating of that If not I think it may not be the rightfit at this time. Let me know. 
4125,OutOfOffice,Thanks for your email. I am on annual leave until Wednesday 20th October with very limited access to email I will respond on my return.  If there is anything urgent please get in touch with Michael Parker - michael. parker@skillsalliance.com or 0207 220 6225 
2800,ReferredSomeone,Thank you for the email.   I am no longer with Childrens  Minnesota.  If you need assistance with a simulation contact Karen Mathias at karen. mathias@childrensmn.org.  If you have a question about Schwartz Rounds contact Susan Sencer at susan. sencer@childrensmn.org.  If youd like to reach me for another matter please email emrogersbaker@gmail.com. 
3712,Unsubscribed,Thanks for your email but I dont think diagnostic labs are a good fit for us. Appreciate if you can take me off your mailing list. 
4319,OutOfOffice,"I am out of the office today. If you need immediate assistance please contact Justin Ellis (justin. ellis@la-z-boy.com) or Tim Maxey (tim. maxey@la-z-boy.com). 
Thank you"
703,ConnectLater,Thanks very much for your note.  We are all set with our resources at this time.  If things change I am happy to reach out to you.  I wish you all the . 
2855,ReferredSomeone,Emy Manuso is no longer at Culture Amp.  For any customer questions please reach out to simon. kirk@cultureamp.com
47,AgreedToMeet,Thanks Nisha. Our Function Head Manoj Kashyap sir will also like to join. Please send invite to manoj. kashyap@hdfcbank.com as well. 
2737,ReferredSomeone,I no longer work at Hume Bank. Full Hume Bank contact details are shown on this webpage: www. humebank.com. aucontact-us. All the best David. 
2873,ReferredSomeone,Many thanks for your email. I no longer work for CVWOW. My inbox will be monitored however please forward any queries to Bobby Bell. s email address is bobby@thetalenthub.org
3466,SeekingMoreInfo,I understand you have also reached out to my partner Amanda Chen. She in turn forwarded your mail to me and I had replied to It last week itself. BrgdsPiyush
3414,SeekingMoreInfo,I am Suresh an Ex-Product Delivery Head based in Bangalore with over five years of experience deploying delivering products to enterprise customers globally in the IAM space. I havEnabled growth and successful acquisition of a tech start-up Shipped a product that handles 1M transactionsday of 130000 cardholders Prioritised backlogs of bugs and features that generated over 5Mannum Worked internationally - Malaysia Hong Kong Boston NJ New York and LA Reported MIS dashboards to the leadership team Operations and customer service delivery Project Program Management Passionate to work with early-stage start-upIm on the lookout for the following roles in Bangalore. HeadDirectorAVP- Professional servicesApp service delivery - BangaloreAPMProduct Manager- Product Based companies - BangaloreOpen to Remotely work internationally from Bangalore. Please share the contacts of your right Franchise. Thanks for directing me to the right contact. 
4367,OutOfOffice,I am just returning to the office from an extended leave. Please know my response will be delayed as I get caught back up to speed. If this requires urgent action please shoot me a slack or text message at 847-385-8985. 
3732,Unsubscribed, kindly unsubscribe me from your mailing list
2696,ReferredSomeone,I no longer work for Kennedy Pearce Consulting Ltd. Please contact  Goulding on adam@kennedypearce.com with any queries
3982,Unsubscribed,No thank you please remove me from your list
4371,OutOfOffice,"I am not in the office untill August 21st. I will get back to you as soon as possible after my return.in urgent cases please contact my colleague Sascha Assmann +49 711 310584 24 (assmann@division-one.com). 
Kind "
4339,OutOfOffice," and thank you for your email. 
I am currently out of the office and only checking emails intermittently returning Monday January 6th. 
In my absence please direct emails to analystrelations@equinix.com<mailto:analystrelations@equinix.com>
Otherwise I will reply to you as soon as possible. "
4661,OutOfOffice,I'm on business travel working in European time zone most of the day will be busy occupied with meetings please expect delay in response to mails. 
3122,SeekingMoreInfo,Thanks . Both the positions are urgent so please lets try and close them at the earliest. 
2139,ReferredSomeone,"I am no longer working at Alfred Health. For assistance please contact HR Reception on H. Reception@alfred.org. au,H. Reception@alfred.org. au  enquiry will be escalated and you will receive a response asap"
411,AgreedToMeet,Sure. Thatll be great.  
2812,ReferredSomeone,I am no longer working for Zendesk. Please direct your email topudayanchiechi@zendesk.com. 
966,ConnectLater,All good thanks
1848,Deactivated,Thank you for your e-mail and interest. Unfortunately we are not looking at working with any international firms at this stage. 
4593,OutOfOffice,"I am on personal Leave on 08 and 09 November 2017 there will be delay in responding to emails.in case of any issues please email my colleague Anil Fernandes (AniFernandes@flowserve.com) or contact me on mobile
+919980023104 on urgent issues. "
291,AgreedToMeet,Ying my team told me you had already booked a meeting with us for Monday. So I thought to just acknowledge the same. :Here is the google meet link to join the e-meet :meet. google.compxu-owdd-boqthinkAkshay Tikoo  Cef Of Nerdswww. foreignerds.com  201-381-5152
3194,SeekingMoreInfo,Pratiksha could you please take this forward. 
4525,OutOfOffice,Thank you for your message I am out of the office until January 21. I will not have immediate access to my email and will respond to your message at my first opportunity. Thank you Lindsey Word
2382,ReferredSomeone,Thanks for the message however I am no longer serving as CTO at The Block Crypto Inc. as of March 17 2021. Please direct general requests to mike@theblockcrypto.com
1735,Deactivated,Currently we do not need any teachers
3850,Unsubscribed,Can you link the BRM and OM supported by the CRM CLM CPQ to develop an IRL solution. Please unsubscribe me. 
1360,Deactivated,thanks for your Email. We are not interested in your service
2373,ReferredSomeone,"Thanks for your mail. following up on your email below Rachna has advised me to connect you with Siva Emani. You may reach out to him at siva. emani@se.com , siva. emani@se.comThanks"
3506,SeekingMoreInfo,I did apply to Applied AI consulting through college campus interview inJune. Just wanted to ask if this is regarding that rejection Thanks  
2782,ReferredSomeone,I am no longer working with Futures Explored. Please contact romansitaruk@futures-explored.org
2209,ReferredSomeone,Steve Walker is no longer employed at Goodwill of Central Iowa. Please call 515-265-5323 if you need assistance. 
3181,SeekingMoreInfo,Please share your company bank beneficiary details. 
4033,Unsubscribed,Remove me from your mail list  
124,AgreedToMeet,Lets schedule a call at the soonest whenever you have time. Sorry for replying so late had some personal commitments. Let me know whattime works for you. 
1383,Deactivated,Thanks for your email. Ill be honest. I receive many of these requests aday but unfortunately I am not in a position to discuss staffing. 
202,AgreedToMeet,No worries we can do UK Time 12. 30 PMPlease use the same link for the meeting. 
1336,ConnectLater, I have noted.in case of any requirement will revert
3720,Unsubscribed,Please remove me from your email list
3011,SeekingMoreInfo,I will be in meetings on Monday August 9th and Tuesday August 10th and only able to check emails periodically throughout the day.  If you have an immediate need please contact your inside sales representative at 1-800-348-2529. Otherwise I will get back to you as soon as possible.  Have a great day
2486,ReferredSomeone,As of July 8th I am no longer with Cascadia.  Please contact Allison Brenner allison. brenner@cascadiabhc.org for all things related to Population Health and please contact Eric Sevos eric. sevos@cascadiabhc.org for anything else
1496,Deactivated,Thanks for your follow up. We are not planning anything now due to the situation. Will definitely come back to you once our plans are made
4082,OutOfOffice,"I am on leave and will resume office on 21-Dec-20. 
I shall have limited access of emails. "
3668,Unsubscribed, Thank you for your email. However I am not the right person to engage for your request. Also my organization already has their own finance team who take care of everything. We do it internally and do not outsource majorly. Therefore I would request you to kindly take me off your list. 
1635,Deactivated,We are doing good right now with our current Marketing company.  60 increase over 2020 and 2020 was 50 increase over 2019. I didnt reply because we are not interested. 
377,AgreedToMeet,Thanks for reaching out. Dipali is no longer with the organisation and Itake care of the same role. I went through your offerings and they look interesting before we get on aweb call i am interested to know the following   - What solutions do you have for LD in technical capacity   - You have performance management but do we have something on talent   management   - Do u offer Learning content also   - WIll you be interested in exploring opportunities if we support you   with the training content. Will be looking forward to hear from you. 
3036,SeekingMoreInfo,Its Pleasure to speak with you over phone . As discuss please find attached company profile and below are commercial . We are team size of 16 recruiters and capable to cater any requirements ofyour company.  Salary Range Commercial free replacement PeriodPayment Term Taxes Billing Till 20 LPA8. 33 on Annual CTC90 Days 30 DaysGST applied 
3082,SeekingMoreInfo,Thanks for your approach. Please send me further information about AA and how it is integrated in the existing airport IT landscape. Maybe you have a detailed product brochure also showing some key usecases for airporthis. Receiving that I am happy to check witn our organisation of there is interest and appetite. 
1941,Deactivated,Thx but not for us. 
185,AgreedToMeet,yes we need your help. 
3602,Unsubscribed,This is an automated message. Unsubscribe Cancel Stop
110,AgreedToMeet,12 pm pls
69,AgreedToMeet,Please connect with our director Mr Aryaman Arora at 9710085254. 
623,AgreedToMeet,Sure lets chat. 
3022,SeekingMoreInfo,Sorry whos this. I dont remember sending any mails to you. So what is it regarding Orion CarsOperation TeamMumbai. Maharashtra India 
1223,ConnectLater, Let me have some internal discussions and come back to you in the coming weeks. 
4413,OutOfOffice,Sorry I will be out of the office returning 9/21/20 please expect a delayed response I will have no internet access at this time. 
390,AgreedToMeet,Sorry for the late response. I have requested Devraj to set up a call to discuss. 
3545,SeekingMoreInfo,Can you send me the quotation and details for the below mentioned products
1726,Deactivated,What makes you say we are still on Magento We migrated to Big Commerce in November Teri Morris OwnerPeyton Street Pens 
1930,Deactivated,Not interested
3308,SeekingMoreInfo,Have not heard from Sumit Desai yet. 
4031,Unsubscribed,No.  Kindly dont email me again. 
4440,OutOfOffice,I will be on vacation November 9 and will get back to you as soon as I can. 
3207,SeekingMoreInfo,I have already share the job requirement. Please start the work as soon as possible. 
2081,Deactivated, I do not remember talking to you or making an enquiry on recruitments. Thanks for sharing the details about your organization. We will get in touch with you if required. Requesting you to not to bother us by dropping an email every now and then. 
1121,ConnectLater,We dont need help at the moment
2537,ReferredSomeone,Jerry Sauber is no longer with Minnetronix Medical. Please contact Jeremy Maniak with questions or inquiries. Thank you. 
4583,OutOfOffice,I am out of the office on a leave of absence until the end of the month. 
239,AgreedToMeet,Please share with me your contact details and I can give you a call. However I would like to understand a few things before we get intobusiness. Cheers PR
4034,Unsubscribed,stop sending mails
2368,ReferredSomeone,Thank you for your email. Abhishek Mahnot has moved on from Avalon Consulting as of 1st Sept 2021 and unfortunately can no longer answer your email. Please direct your inquiries to Parvathy Ramaswamy at parvathy. ramaswamy@consultavalon.com or 91 73045 29721She will be happy to assist you. Please note that your email will be forwarded automatically
4096,OutOfOffice,"I'm out of the office Thursday 6/25 through Friday 7/3 with limited access to e-mail. If urgent please try me on my cell at 203-247-4694. 
"
1560,Deactivated,IllSkip
4233,OutOfOffice,I will be out of the office November 25th returning after the holiday on November 30th
219,AgreedToMeet,Yup. We do. Whats your mobile number
1536,Deactivated,I am not into Legal
3017,SeekingMoreInfo,Vishnu will get back to you if there is any requirement. VishnuPlease discuss our hiring requirements if they are fine with 5-6 Professional charges. Thankyou. 
1991,Deactivated,Thanks for reaching out.  I get contacted numerous times per week by new recruitment providers seeking to work with us here at Tilt Renewables. We have just appointed someone into the GIS role and are not looking at engaging an overseas firm at this point in time.  With a team of just over 50 employees  our recruitment needs are yet to require us to look outside the Australian market and with border closures being what tare the preference is to engaged local talent at this point in time. Thanks for your interest in working with us 
3359,SeekingMoreInfo,Could you please tell me what are the charges of your 14 day plan and also do you have a plan with less days
4677,OutOfOffice,Thank you for your note. I will be out of the office with limited access to emails on November 27th. If you need assistance please contact Vishnu Mangal (vishnu. mangal@scotiabank.com). Thank you. 
3513,SeekingMoreInfo,What are the weight loss programs  
3704,Unsubscribed,remove 
1762,Deactivated,Not interested thank you. 
470,AgreedToMeet, there. I was diagnosed with Covid 19 and I am fully vaccinated.  I am having difficult times trying to catch my breath. I will need some more days to recover and then we can have our zoom. 
1903,Deactivated,We are aware of your services  currently do not need it. 
3279,SeekingMoreInfo,I have a requirement for Digital eting executive in my firm. This time also you wont reply to me then there would be no business from our side to your company. Salary starting 12k.  
1289,ConnectLater,I am Aanchal working as Assistant Manager - HR with Kubik India PrivateLimited. I am writing this email on behalf of our MD Mr Jimesh Shah. First of all thank you for reaching out to us for the amazing servicesprovided by your firm. We really appreciate the effort. However we are into Architectural services which have different financialrequirements as compared to the IT industry. Thank you once again for contacting us and we shall surely be in touch forany future requirements. 
2784,ReferredSomeone,I had left Helius for any assistance please write to dilip@helius-tech.com
3270,SeekingMoreInfo,I am reaching out in reference to your email conversation with mycolleague MichaelWood regarding our development  designing offerings. 
1559,Deactivated,We already have someone who is helping us. 
1206,ConnectLater,Thank you for reaching out. We currently do not need any legal services in India. Will keep your contacts with our legal team for any need that might arise in the future. 
4058,OutOfOffice,I am out of the office this afternoon with limited acces to email. I shall respond to your message when I return to work on Monday. 
4499,OutOfOffice,I will be on leave from 14-23 August. For any urgent matters please contact Biliana Pehlivanova or Matt Sibbison. 
1006,ConnectLater,I do not have any questions. 
4716,OutOfOffice,Merry Christmas and Happy New Year. I will return Janaury 4 2021 at 7:00AM
4741,OutOfOffice,Thanks for your email. I will be out of office today (25-Sept-20). Will take time to respond to emails. 
843,ConnectLater,Noted your mail. We will inform you when we receive a requirement. Thanks  
4695,OutOfOffice,I am currently out of the office on PTO with very limited access to email.  If this is an emergency please call my cell phone at 207 576-6257  otherwise I will respond to your email as soon as possible. 
3094,SeekingMoreInfo,Hope you have received the invoice shared by our finance team. Please check and let us know once you have made the payment so that we canget onto the onboarding process. New quarter starts in 7 days. Lets set it up before that. 
1644,Deactivated,We dont have a need in this area so I dont believe a conversation would be fruitfuL
3807,Unsubscribed,  We do not need the services please do not send us mails. 
139,AgreedToMeet,I am running behind schedule today  we may have to keep it at 1pm today. 
2383,ReferredSomeone,I am no longer at RMS.  If you are an existing vendor please contact the representative you were directed to. ThanksMita
2348,ReferredSomeone,I have retired from the San Francisco Airport Commission. If you need assistance please contact Chris Arrigale at 650-821-5026. 
1081,ConnectLater, Thank you for showing interest in working with us. As of now we are not intending to associate with an external agency for our Staffing  Compensation functions. We wish the  in your business and hope that we will work together in the future. 
1723,Deactivated,Thank you for your emails. I do not wish to set up a call. 
3217,SeekingMoreInfo, The profiles were more into Networking side but we are looking for candidates who are into Development. 
4003,Unsubscribed,Please take me off of your list. 
1636,Deactivated,. We are fine for recruitment at present. We have an in-house HR manager whomanages all our staffing requirements. 
3188,SeekingMoreInfo,Would appreciate some reading material before the call. 
52,AgreedToMeet,I am still interested and would look forward to connect on Saturday. 
48,AgreedToMeet,My contact details: 9834047212
2457,ReferredSomeone,"Please direct all future communications for Frank Banos to Mike Gano,mgano@univision. net.  "
983,ConnectLater,Thank you for your emailAt this point I only start any discussions if the basic salary is 90K  with OTE of 160K plus. 
3126,SeekingMoreInfo,Apologies for the delayed response. What are of Birmingham is this company basedAlso in terms of size What is the yearly turnover fir this companyI have just qualified with ACCA and am keeping an eye out for new opportunities. Also in terms of travel can this be split into a hybrid working from homegoing into the office
865,ConnectLater,Thank you for your mails and sorry about my late response. As you may aware due to the prevailing covid situation our normal activities have been badly affected and still we have not returned to normal. Mean time I have passed the information of your valuable events and the knowledge gained in webinars to my relevant colleagues and we will be in touch in the future as the need arises. thanks again for your excellent work in conducting knowledge sharing events. 
1531,Deactivated,I am not interested in a phone call at this time. Timika teSr. Director of Information Technology  LA Family Housing
4589,OutOfOffice,I am on leave and i will reply back to your mail when i resume back. Thanks for your patience. 
160,AgreedToMeet,Please share your contact details we will connect you to discuss further .  
1751,Deactivated,Pls dont mail again and again when we need help we will definitely get in touch with you
4654,OutOfOffice,I am out of the office until mid/late October and will likely not be able reply to any emails until my return. 
4613,OutOfOffice,"I am on leave from 11 December 2019 to 30
June 2021 and will have no access
to emails and calls. "
1639,Deactivated,No thank you. Appreciate you reaching
451,AgreedToMeet,Thanks Ajeet. Whats your number Ishan 
2858,ReferredSomeone,Thank you for your message. I am no longer working at LIRS. If you need assistance please contact Maria Maskell. 
394,AgreedToMeet,Thanks for your mail. Looking forward to speak tomorrow as per below time.  
4693,OutOfOffice,Am on block leave and will be back to office 4th Jan 2021. Officer-in-charge during my absence is Puan Hazleen Ismail ext 71073. Happy New Year. 
3166,SeekingMoreInfo,Thanks for your revert . Our service offerings are as below -  1.  Soft Services HousekeepingPantryGDA  2.  Security Services  3.  Engineering Services Operations  Maintenance of DGHVACSTPETP etc.  4.  GardeningHorticulture Services  5.  Production Support Services  6.  Pest Control  7.  Payroll Management  8.  Waste ManagementLook forward to hear from you
2163,ReferredSomeone,After April 2nd 2021 I will no longer be employed at Seco South II Inc. For imediate assistance call 727-536-1924. or email Rodney Owen at rodney@secosouth.com
4724,OutOfOffice,"I'm currently out of the office for the christmas holidays until the 3rd January. For urgent queries please contact marketing-uk@uk. clara. net<mailto:marketing-uk@uk. clara. net>. 
"
4582,OutOfOffice,I am out of the office until Monday November 16 and will get back to you upon my return. 
4229,OutOfOffice,"Please note I will be away from the office September 24 returning September 29. While away I will be checking my email so please feel free to reach out and I will get back to you as soon as I can. 
Thank you and have a great day"
4136,OutOfOffice,Thanks for your email. I am on leave today returning 11/1/21
4137,OutOfOffice,"Absence Alert
I will be out of the office on vacation from August 24 returning August 31 with little access to cell and email service. If this is urgent please call in to 519-672-7620 and ask for Bev who will in turn redirect your inquiry. "
4422,OutOfOffice,"Thank you for your mail. 
I am on personal leave on 11th & 12th June 20. Please expect delay in response during this time. 
In case of any criticality please text me on my handphone. "
534,AgreedToMeet,You can contact me over mobile on below number at 3 pm today
2817,ReferredSomeone,Please take a kind note that my email ID has changed now.instead of niranjan. jha@adani.com you can now reach me on niranjan. jha@adani.in. 
2788,ReferredSomeone,Thanks for getting in contact I have now left Altum Consulting. Please get in touch with david. mcdowell@altumconsulting. co. uk and he will be able to assist. If your query is relating to a finance or contractor query please email finance@altumconsulting. co. ukFor anything urgent please call the office on 020 38001430. 
2622,ReferredSomeone,Please email Monica Limone mlimone@amerantbank.com
2242,ReferredSomeone,Thank you for contacting Robertson  Company ltd. . We regret to inform you that Debbie Skibinsky is no longer employed here. Please direct any future correspondence to Tanya Trojko at tanya. trojko@robertson. ca. This is an automated reply. For your convenience this email has been automatically forwarded to Tanya Trojko. 
3427,SeekingMoreInfo,Looking for applicants for the position ofPre Sales Executive Business Development ExecutiveExperience - 3 years in IT industry products and services only. NO OTHERINDUSTRY PLEASEQualification and other details can be adjusted. Let me know if you have such candidates 
4404,OutOfOffice, Thanks for writing in. I'm currently on business travel. There may therefore be a delay in my response to emails. Kindly send me a text msg for all urgent matters.  Amar 99808 65166
971,ConnectLater,Thank you for writing to us. We will respond to you shortly. 
1996,Deactivated,Thanks Yes email Received however in my current role as Head of Construction I have several senior PMs and PMs working for me the role is probably too junior for me unless the salary is 90k
2565,ReferredSomeone,Thank you for your email David Hunter is no longer with MacStadium. If you need assistance please contact pbenati@macstadium.com This information is considered 
3003,SeekingMoreInfo,I am currently working for a staffing company. 
4345,OutOfOffice,I will be OOOoffline October 21-22. Please contact Darren Grammich or Frank Ambrosio if you need assistance. 
2449,ReferredSomeone,I forwarded  your Email to the HR department. They will communicate with you in case they need your support
2245,ReferredSomeone,Donna Walker is no longer with Legend Senior living. Please send any emails or message to Kyndle Young at kyndle. young@legendseniorliving.com
742,ConnectLater,Thanks  
2796,ReferredSomeone, Thank you for your email please make note that as of May 14 I am no longer with WebPT. Please email HR@webpt.com
2321,ReferredSomeone,Please direct all Technical Support issues to Jake Coffman jcoffman@ku.edu all Systems and Platforms issues to David Hageman dhageman@ku.edu and all Education Technology or KU Card issues to Anne Madden Johnson amjohnson@ku.edu. For all other issues please reach out to Mary Walsh CIO marywalsh@ku.edu. We appreciate your patience and cooperation during this transition. 
1703,Deactivated,We do not need any further information as we have adequate resources. 
2742,ReferredSomeone,I am not longer with Talend.   Please update your records. As a recipient of an email from Talend your contact personal data will be on our systems. Please see our privacy notice updated August 2020 at Talend Inc. 
63,AgreedToMeet,Thursday 31st seems to be the best option  I am available that day from 9-10:30am and from 4pm onwards. 
2781,ReferredSomeone,This individual is no longer with Millennium Trust. Please contact our Receptionist at 630-368-5600 with any immediate needs. 
338,AgreedToMeet,OK. You can schedule for tomorrow at 12 pmMy Mobile No- 977986791
1009,ConnectLater,Appreciate your interest towards WT. However we partner with WPP approved vendors
2562,ReferredSomeone," Many thanks for your email. I have moved on from Redkite please contact Christine Kennedy People and Culture Manager on 02 9219 4053 or ,ckennedy@redkite.org. au  , ckennedy@redkite.org. aua with any queries"
4197,OutOfOffice,Thank you for reaching out.  I am currently out of the office with limited to no access to email.  I will reply to your message as soon as possible upon my return on 09272021If you need immediate assistance please phone my cell and leave a message and I will do all I can to assist in a timely manner
3340,SeekingMoreInfo, We have openings for Website Front End developers and PHP developers. please let me know if you are interested in servicing these profiles. 
2183,ReferredSomeone,Please note that my email address has changed from martha. wambui@travelport.com  to martha. wambui@travelportkenya.com . Kindly resend the message to the new email domain.  Kindly Note our Main Helpdesk Line 4287004 will be under maintenance from 1ST to the 15th August 2021. You can reach our Helpdesk through the Emergency lines:    0110  922 710  0110  922 709   0742  984 808 Or  Email: helpdesk@travelportkenya.com.   Also note that I am reachable on my cellphone 254717002043  
2794,ReferredSomeone,This mailbox is inactive and not monitored.  Please email Eric Koppin erick @people20.com for assistance or call 248-842-7415
1263,ConnectLater,We are not looking for recruitment or HR consulting services at this point of time. I will connect with you incase of future requirements. 
3792,Unsubscribed,Can you remove me from your mailing list please. Thank you
3168,SeekingMoreInfo, Request you to kindly help me generate my Login ID. 
4107,OutOfOffice,I will be OOO on Holiday returning on Tuesday October 19. During this time I will have no access to emails and limited access to phone. 
4691,OutOfOffice,Thank you for your email. I'm currently on maternity leave. Please contact Laura Anifowose lanifowose@copemanhealthcare.com for assistance. 
2062,Deactivated,thanks for your emailI am not responsible for risk management however I have sent your sitelink to our responsible persons and twill come back to you if tseeany interest. 
594,AgreedToMeet,"Thanks for the note. @Kaushik Neha @ Gurgaon,Neha. Kaushik@cbre.com please discuss with Tanya and see what opportunities are there. "
955,ConnectLater,I hope this email finds you are well. Kevin would  like to thank you for your email unfortunately this is not something we would like to pursue at this moment in time. Should this change we will keep your details for future reference
3936,Unsubscribed,bhai mujhe mail . mat karo repetedly
1557,Deactivated,I appreciate your time and at this time we are not looking for this service. I will forward this to our Sale department incase tneed further assistance to reach out to you. 
741,ConnectLater, we shall keep your contacts on record and if needed for the offered services we shall contact you. Thank you
1756,Deactivated,Thanks for this opportunity but I am not interested in this. 
4709,OutOfOffice,Thank you for your email. Im currently out of the office enjoying my own personal time. 
434,AgreedToMeet,I am reaching out in reference to your email conversation with my colleagueSoman regarding our digital marketing offerings SEOSMOPPC. 
